post,reply,comment,sentiment,score,time_comment,company,channel
The crew is ready for liftoff,150.0,That was one of the coolest things that I have ever seen,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Looked great from Valrico FL,4 stars,4,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Safe flight Living my dream 🥺,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,We saw the launch from Gainesville Florida Exciting,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Never gets old,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,cant find a live news of the lift off,1 star,1,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,I like how they left the Dealer MSRP EPA Mileage Sticker in one window,4 stars,4,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Great fake sunrise too,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Watching from Syria,1 star,1,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Looks like a really cheesy sci fi movie set,1 star,1,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Good luck the images on here look amazing I couldn t see anything in Pennsylvania 🤦‍♂️,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,From Saint Pete FL cellphone p30pro,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,That was the most amazing and beautiful launch I have ever seen 🤩,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Was looking for baby yoda from crew 1 Anyways godspeed,1 star,1,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Have a good flight 🤗🚀,4 stars,4,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,I have enough experiences to know this reaffirm the fact that sometimes you would fall to make a fool of yourself But be determine swallow your pride and pop up as soon as possible,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Watching from Alaska,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Watching from Kerala India 🇮🇳,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,dont forget to switch off the lights of the studio after the shoot of your take off,1 star,1,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Have a safe flight 🙂❤️,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Very high technology,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Grande s Tecnologia s,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,SpaceX how restrooms hold pee 24 hour,5 stars,5,2021-04-25,spacex,facebook
The crew is ready for liftoff,150.0,Carsten Michael Petersen Jørgen Due Bork Casper Friis Pedersen vilde billeder i denne tråd Tænk at kunne se liftoff fra haven af,4 stars,4,2021-04-24,spacex,facebook
The crew is ready for liftoff,150.0,There better be a doge coin on that ship,1 star,1,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,When I live from the cockpit Crew Dragon,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,👏👏👏👏👏👏👏 quelle fantastique épopée,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Looks very comfortable,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Space X hezouni maakom 😢,4 stars,4,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,I didn t see it go,2 stars,2,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Go get em shipmates drag one of the aliens back with to get earthlings heads back where they belong Be Safe Enjoy I want to be the first 25 yr Navy Vet dumped in the atmosphere😂🇱🇷🇱🇷🇱🇷,1 star,1,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Good effort ♥️💃🏼,4 stars,4,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Hello there humans hope to see you soon greetings from mars,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Safe journey 🚀,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Fingers crossed 🤞🤞,1 star,1,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,But where,3 stars,3,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Where is the Dogecoin LOL,1 star,1,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Ktoś wyjaśni czemu latają w gumiakach 0,1 star,1,2021-04-26,spacex,facebook
The crew is ready for liftoff,150.0,Nota 10 dez 📃✍,5 stars,5,2021-04-26,spacex,facebook
The crew is ready for liftoff,150.0,Elon Musk Steven would be disappointed in you I wouldn t have ever said I wanted someone and sleep with someone on the side I am washing my hands of you Bill Gates Mike Ybarra and don t expect me to help Its not smart of you all to do this Be prepared I will run right though you all I am happy with just a woman and you all said some things and made me mad stay out of my way like Steven said And do what he told you do what I say,1 star,1,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Engage,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Awesome,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Good luck,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Gods speed,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Safe travels 🚀,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,🔥🔥,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Good luck,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Godspeed,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Have a safe journey 🚀🚀,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Good luck 🤞 😊,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,ජයගෙන වරෙන් මල්ලියෙ🤠,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Go Crew 2 🚀,3 stars,3,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Go 🇺🇸🌎🇩🇰,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,👏,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Slick 😎,3 stars,3,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,God bless and protect everyone ❤️🥇,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,3rd,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,🚀,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Godspeed,5 stars,5,2021-04-23,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,I do confused When did this launch These pictures really show the sheer power of the space travel Excellent,5 stars,5,2021-03-14,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,Dear Space X I can t wait to get my starlink in Arizona Love what you are doing for human kind Keep up the great work,5 stars,5,2021-03-17,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,CrystalAnn Scott Linda Mark Aka,5 stars,5,2021-03-17,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,Pennsville NJ early this am photo courtesy John Fitzpatrick II,3 stars,3,2021-03-14,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,Those shoots never stops to amaze me 😊👍,5 stars,5,2021-03-14,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,This is not an official spacex page BEWARE,1 star,1,2021-03-14,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,Tice Central Park Contest Practice at Cleopatra Needle NYC Central Park Or at Alice and Wonderland NYC Central Park ❤️❤️🇺🇸🌎🌍🇪🇺❤️🚀✨🍺💃🕺🏼🍷✨❤️⚡️💫✨,4 stars,4,2021-03-15,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,Can t wait for my internet Elon,5 stars,5,2021-03-14,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,How many satellites have reached now,5 stars,5,2021-03-14,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,That s is a glorious sight isn t it Yusaku Maezawa 前澤友作,1 star,1,2021-03-19,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,DESTINATION OU,5 stars,5,2021-03-14,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,Kaiden Smith,4 stars,4,2021-04-07,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,cool,5 stars,5,2021-03-19,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,🤠🖤,5 stars,5,2021-03-16,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,Nice,4 stars,4,2021-03-16,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,Is this from you guys tonight,5 stars,5,2021-03-25,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,And we got to see it come back down,3 stars,3,2021-03-26,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,Amazing 😍,5 stars,5,2021-04-19,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,Thank you space x sorry For study,1 star,1,2021-03-26,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,Deirdre Ohalloran,3 stars,3,2021-03-18,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,Linda Mark Aka,5 stars,5,2021-03-17,spacex,facebook
Falcon 9 launches Starlink to orbit,79.0,Navajas de obsidiana prehispanica de 600 años como lograron darles esa forma y filo,5 stars,5,2021-03-26,spacex,facebook
